10 ," In business economics, risk financing is concerned with providing funds to cover the financial effect of unexpected losses experienced by a firm.
Traditional forms of finance include risk transfer, funded retention by way of reserves (often called self-insurance) and risk pooling.
Alternative risk finance is the use of products and solutions which have grown out of the convergence of the banking and insurance industry.  They include captive insurance companies and catastrophic bonds, and finite risk products such loss portfolio transfers and adverse development covers.  Professor Lawrence A. Cunningham of George Washington University suggests adapting cat bonds to the risks that large auditing firms face in cases asserting massive securities law damages. "
11 ," The Kau is a river in Mizoram, northeastern India. "
12 ," Cathrines Rest is a settlement on the island of Saint Croix in the United States Virgin Islands. "
13 ," The Hose Station No. 1 is a historic building located in downtown Davenport, Iowa, United States. It was listed on the National Register of Historic Places in 1983 and on the Davenport Register of Historic Properties in 1999. In 2019 it was included as a contributing property in the Davenport Motor Row and Industrial Historic District. "
14 ," Robert Parella (born 9 June 1944) is a lawn and indoor bowler.
Born in Italy Rob came to prominence when winning a silver medal in the 1982 Commonwealth Games behind Willie Wood. Despite this success he fell out of favour with the Australian selectors and it was not until 1989 that he represented his country again.In the 1990 Commonwealth Games he won the singles Gold and in the 1994 Commonwealth Games he won a bronze medal.
He has twice been Australian Single Bowls Champion and four times Pairs Champion.
Rob was awarded the Medal of the Order of Australia (OAM) on Australia Day 1996 for service to sport, particularly lawn bowls and  on 14 July 2000 he was awarded the Australian Sports Medal for significant contribution to lawn bowls as a competitor..
Other awards include recognition as Bowls Australia Athlete of the Year in 1989 and induction into the Queensland Sports Hall of Fame on 4 December 2009. "
15 ," 2015 in philosophy "
16 ," The following lists events that happened during 1904 in Afghanistan.
Internal peace is not disturbed during the year, but there are, as usual, frequent rumours of quarrels in the amir's family and of reconciliations. Early in the year it is reported that the amir has removed his half-brother, Mohammad Omar, from the governorship of Kabul, and placed him and his mother, Bibi Halima, under close surveillance. Later on it is stated that the mullahs have brought about a reconciliation, and that Mohammad Omar has been placed in command of the troops in Kabul. There is some quarrelling between Russian and Afghan soldiers owing to the former destroying some guard-houses erected along the border of Turkestan, but there is no actual outbreak, and the amir at once sends officials of position to inquire into the matter. Owing to the generally oppressive action of the Russians some 4,000 of the Turkoman and Jamshid tribes migrate to Herat, where the amir grants them the Zulfikar Pass territory as their place of residence. Several of the leading followers of Ayub Khan return to Afghanistan and others petition the amir to be allowed to do so. "
17 ," Slavgorod (also known as Slavgorod South) is an air base in Russia located 5 km south of Slavgorod. It is an abandoned, decaying airfield that has a large taxiway pattern.  The latest Google Earth high-resolution imagery accessed in 2006 shows that the aerodrome is unusable and is in a severe state of decay.
It was probably an attack aircraft dispersal base. "
18 ," Super Slap Shot is a traditional five-on-five ice hockey video game for the Super NES/Super Famicom. "
19 ," Chryseobacterium flavum  is a Gram-negative, rod-shaped and non-motile bacteria from the genus of Chryseobacterium which has been isolated from polluted soil in the Jiangsu Province in China. "
20 ," Code Name: Jaguar (French: Corrida pour un espion, Spanish: Persecución a un espía, German: Der Spion, der in die Hölle ging, also known as The Spy Who Went Into Hell is a 1965 French/Spanish/West German international co-production Eurospy film directed by Maurice Labro in his penultimate feature film.  The film was co-written by French author Claude Rank (nom de plume of Gaston-Claude Petitjean-Darville, born November 22, 1925 died 2004) based on Rank's 1964 novel of the same name.  The film stars Ray Danton, Pascale Petit and Roger Hanin and was shot in Alicante with interior studio work filmed in West Berlin. "
21 ," The prime minister of Malta (Maltese: Prim Ministru ta' Malta) is the head of government, which is the highest official of Malta. "
22 ," Shesher Golpo (Bengali: শেষের গল্প)  is an Indian Bengali romantic drama film directed by Jiit Chakraborty. The film stars Soumitra Chatterjee as 'Amit Ray' and Mamata Shankar as 'Labanya', in the lead roles. The music of Shesher Golpo is composed by Joy Sarkar. The film is an extension of Shesher Kabita, the famous 1929 novel by Rabindranath Tagore. "
23 ," LHS 1140 b is a massive, dense rocky planet orbiting within the conservative habitable zone of the red dwarf LHS 1140. Discovered in 2017 by the MEarth Project, LHS 1140 b is nearly 7 times the mass of Earth and over 40% larger in radius, putting it within the Super-Earth category of planets. It is one of the densest planets found, with a density more than twice that of Earth, along with a high surface gravity of about 3.25g. LHS 1140 b orbits entirely within the star's habitable zone and gets 41% the incident flux of Earth. The planet is only 40 light-years away and transits its star, making it an excellent candidate for atmospheric studies with ground-based and/or space telescopes. "
24 ," Claire Szabó is a New Zealand chief executive officer and since 2019 President of the New Zealand Labour Party. "
25 ," The C 14 class missile boat is a light missile boat of catamaran designed for use in the Middle East, also known as the China Cat class. The small size of the ship, along with some stealth features provide it with good protection against enemy detection, and it can be armed with a variety of light anti-ship missiles.  In addition to the low radar cross section, the boat is also extremely fast with an aluminum monohull with stepped planning. 
The catamaran design also provides better seaworthiness in comparison to the other boats of similar displacement with a conventional hull. The missile boats have been exported to Iran, where since 2000 it has been in service with the Islamic Revolutionary Guards Navy Corps.  In Chinese service it primarily serves as a trial boat, including testing various light anti-ship missiles and other weaponry for catamarans. "
26 ," The grey-cowled wood rail or grey-necked wood rail (Aramides cajaneus) is a species of bird in the family Rallidae, the rails. It lives primarily in the forests, mangroves, and swamps of Central and South America. Of the two subspecies, A. c. avicenniae is found in southeastern Brazil, while the nominate is found throughout the portion of the range not occupied by the other subspecies. The species as a whole is usually found at elevations from sea level to 2,000 metres (6,600 ft), although some have been found above that. This bird's large extent of occurrence along with its population is why it is considered to be least-concern by the International Union for Conservation of Nature (IUCN). In some places, it is occasionally hunted and kept for food.
This bird, large for a wood rail, has both a grey head and neck. In the nominate, the back of the head has a brown patch. The upperparts are olive-green to dark brown. The chest and flanks are a rufous colour, with the belly, rump, and tail being black. The legs are coral-red, the bill is a bright greenish-yellow, and the eyes are red. The sexes are similar. The juveniles can be differentiated by their duller look, and the chicks have a black, downy appearance, brown head, and black beak. The subspecies avicenniae can be differentiated by its smaller size, lack of a brown patch at the back of the neck, and its lower back being toned slightly olive. The underparts are also pale.
A monogamous bird, pairs can be found together throughout the year. During the breeding season, which usually lasts from March to August, the grey-cowled wood rail builds nests that can be found on flat branches and in thickets, usually at heights between 1 and 3 metres (3 and 10 ft). In these nests, there is a clutch consisting of three to seven eggs, incubated by both sexes. The chicks that hatch are precocial, able to move soon after hatching. This rail feeds on a wide range of foods, from molluscs to seeds. It is also known to feed on the feces of giant otters.

 "
27 ," The 1963 Cincinnati Bearcats football team represented the University of Cincinnati in the Missouri Valley Conference (MVC) during the 1963 NCAA University Division football season. In their third season under head coach Chuck Studley, the Bearcats compiled an 6–4 record (2–1 against conference opponents) and shared the MVC championship with Wichita. "
28 ," Wilfrid Laurier McDougald (August 9, 1881 – June 19, 1942) was a Canadian senator.
Born in Alexandria, Ontario, he was educated at McGill University (where he was a member of The Kappa Alpha Society) and Queen's University and practiced medicine in Montreal. He was appointed Chairman of the Montreal Harbour Commission in 1922.
In 1926, he was appointed to the Senate representing the senatorial division of Wellington, Quebec. He resigned in 1932 as a result of the Beauharnois Scandal.
He built Northbrook Lodge at Paul Smiths, New York between about 1919 and 1922. It was listed on the U.S. National Register of Historic Places in 2014. "
29 ," The 1972 NCAA University Division Basketball Tournament involved 25 schools playing in single-elimination play to determine the national champion of NCAA University Division (now Division I) college basketball. It began on Saturday, March 11, and ended with the championship game in Los Angeles on Saturday, March 25. A total of 29 games were played, including a third place game in each region and a national third place game.
Led by longtime head coach John Wooden, the undefeated UCLA Bruins won the national title with an 81–76 victory in the final game over Florida State, coached by Hugh Durham. Sophomore center Bill Walton of UCLA was named the tournament's Most Outstanding Player; the first of two consecutive.
In a historically significant note, the Southwestern Louisiana Ragin' Cajuns made the tournament in their first season of eligibility for postseason play; the next to achieve this feat was North Dakota State in 2009. SW Louisiana also made the tournament in 1973, but due to major infractions that resulted in the basketball program receiving the NCAA death penalty (and very nearly expelled from the NCAA altogether), both appearances have since been vacated and the records expunged.
This was the last year in which the championship game was played on Saturday; it moved to Monday night in 1973. "
30 ," Calloway Manes Homestead, also known as Doris and Raymond Powers House, is a historic home located near Richland, Pulaski County, Missouri.  It was built about 1845, and is a two-story, five bay, frame I-house with a two-story rear ell.  The front facade features a two-story porch supporting six hollow square wood columns.  It is one of the oldest residences in Pulaski County.It was listed on the National Register of Historic Places in 1980. "
31 ," Alexey Dmitrievich Galakhov (Андре′й Дми′триевич Гала′хов; January 13, 1807 in Sapozhok, Ryazan Governorate, Russian Empire – November 16, 1892 in Saint Petersburg, Russian Empire) was a Russian author and literary historian, best known for his Russian Reader for Children (1842), and The History of Russian Literature, Old and New (1863–1875). Galakhov, the Professor at the Saint Petersburg History and Philology Institute, contributed regularly to numerous high profile magazines, most notably, Andrey Krayevsky's Otechestvennye Zapiski where from 1839 till 1856 he published more than 900 articles and reviews, occasionally under the pseudonym Sto Odin (One Hundred and One). He was the author of several novelettes and books of memoirs. "
32 ," Jakarta International Stadium (JIS) is a retractable roof football stadium under construction at Tanjung Priok, Jakarta, Indonesia. Once completed, it will be used as the home ground for Persija Jakarta and will be mostly used for football matches. The stadium will be able to host 82,000 spectators. Construction of the stadium was delayed due to land dispute and class action lawsuit by former squatters whose homes were demolished to make way for the stadium. Construction finally commenced in late 2019 led by JAKPRO, and later PT. WIKA Gedung.
Expected to open in late 2021, Persija Jakarta will be its primary tenant, and this stadium will be their sixth permanent home since their formation, after moving from their current stadium, Gelora Bung Karno Stadium. At the time of its completion, it will be the largest capacity retractable-roof stadium in the world, taking the record from the AT&T Stadium in Arlington, Texas.

 "
33 ," China's Travel International Investment Hong Kong Limited is an investment holding company engaged in travel, theme park, hotel, resort, passenger transportation, golf club, power generation, freight forwarding and other investments. It was established and listed in Hong Kong in 1992.
Hong Kong has been an established as the central business and financial center for China and Asia. Although technically in China, it is governed independently, and therefore it must accrue its own funds to promote travel. Hong Kong is also considered a major hub to many airlines in Asia. Many people stop in Hong Kong from Europe on their way to Australia on business class flights. There are many business class flights to and from Hong Kong - in fact several airlines have flights with only business class seats.  Hong Kong International Airport is a major connection point to the rest of the world and every other continent.

 "
34 ," The Association of Medical Superintendents of American Institutions for the Insane, also known as The Superintendents' Association, was organized in Philadelphia in October, 1844 at a meeting of 13 superintendents, making it the first professional medical specialty organization in the U.S.
The objectives of the Association were 'to communicate their experiences to each other, cooperate in collecting statistical information relating to insanity, and assist each other in improving the treatment of the insane.' The name of the organization was changed in 1892 to The American Medico-Psychological Association to allow assistant physicians working in mental hospitals to become members. In 1921, the name was changed to the present American Psychiatric Association. "
35 ," The Diccionari etimològic i complementari de la llengua catalana (or  DECat ) is an etymological dictionary of Catalan compiled by Joan Corominas with cooperation of Joseph Gulsoy and Max Cahner.It was published by Curial Edicions Catalanes and consists of nine volumes, published between 1980 and 1991; a tenth volume (2001) contains a 'suplement' and indexes. It was designed with the same criteria and methodology as the other major dictionaries by the same author: the Diccionario crítico etimológico de la lengua castellana (1954-1957) and the Diccionario crítico etimológico castellano e hispánico (1980-1991). "
36 ," The 1984–85 Idaho Vandals men's basketball team represented the University of Idaho during the 1984–85 NCAA Division I men's basketball season. Members of the Big Sky Conference, the Vandals were led by second-year head coach Bill Trumbo and played their home games on campus at the Kibbie Dome in Moscow, Idaho.
The Vandals were 8–21 overall in the regular season and 1–13 in conference play. At the conference tournament at Boise, the Vandals met league champion Nevada in the quarterfinal and lost by three points. "
37 ," Alabayır is a village in the District of Çine, Aydın Province, Turkey. As of 2010, it had a population of 651 people. "
38 ," Bi Skaarup (September 9, 1952 in Copenhagen – March 15, 2014 in Copenhagen) was a Danish archeologist, author, food historian and lecturer. She was employed at Museum of Copenhagen from 1985-2006 as curator, and was responsible for parts of the excavations during the construction of Copenhagen Metro and wrote several articles about the subjects.

In 1995-96 she helped to develop the medieval restaurant The Golden Swan at the Danish open-air museum Middelaldercentret at Nykøbing Falster. She worked as a consultant until her death.In 2006 she moved to Falster with her husband to do courses and lectures in historical cookery.She wrote multiple cookbooks about historical food, and was appointed president of the Danish Gastronomic Academy, which she became a member of in 1991. She participated in numerous television programs about historical cooking, especially on the Danish television channel dk4 together with the journalist Frantz Howitz. She died in the spring of 2014 after long illness. She was mentioned as a pioneer in her work with the history of food. "
39 ," Cinnamoyl-CoA reductase (EC 1.2.1.44), systematically named cinnamaldehyde:NADP+ oxidoreductase (CoA-cinnamoylating) but commonly referred to by the acronym CCR, is an enzyme that catalyzes the reduction of a substituted cinnamoyl-CoA to its corresponding cinnamaldehyde, utilizing NADPH and H+ and releasing free CoA and NADP+ in the process. Common biologically relevant cinnamoyl-CoA substrates for CCR include p-coumaroyl-CoA and feruloyl-CoA, which are converted into p-coumaraldehyde and coniferaldehyde, respectively, though most CCRs show activity toward a variety of other substituted cinnamoyl-CoA's as well. Catalyzing the first committed step in monolignol biosynthesis, this enzyme plays a critical role in lignin formation, a process important in plants both for structural development and defense response. "
40 ," Minnetli is a village in the District of Kozan, Adana Province, Turkey. "
41 ," Le Cinq (French pronunciation: ​[lə sɛ̃k]) is a gourmet restaurant in Paris, France, part of the Four Seasons Hotel George V. Le Cinq opened in 2001 to much fanfare and rapidly achieved 1, 2, then 3 Michelin Red Guide stars under the direction of chef Philippe Legendre before being demoted to 2 stars. Chef Eric Briffard took over from 2008 until October 2014 when Christian Le Squer, formerly of the 3-star Michelin restaurant Ledoyen, became head chef. The restaurant regained its third Michelin star in 2016. Also in 2016, Le Squer was voted chef of the year. "
42 ," The Spanish Inquisition Necklace is a diamond and emerald-studded necklace. As of 2008, it is on display at the Smithsonian Institution in Washington, D.C., United States. It was given its name by Harry Winston, the American jeweller who acquired it from the Maharaja of Indore, and has no known connection with the historical Spanish Inquisition. "
43 ," Le réveillon (French: [ʁevɛjɔ̃] (listen)) is a long dinner held in the evenings preceding Christmas Day and New Year's Day. Its name derives from the word réveil (meaning 'waking'), because participation involves staying awake until midnight and beyond.
The practice is observed in Belgium, France, Brazil, in the Canadian provinces of Quebec, Manitoba, Ontario and New Brunswick, the city of New Orleans, and some other French-speaking places. In Portuguese-speaking countries, it is also a designation for the party preceding New Year's Day. In the United States, the réveillon tradition is still observed in New Orleans due to the city's strong French-Creole heritage, with a number of the city's restaurants offering special réveillon menus on Christmas Eve.
The term is first documented in 18th century France, and was used by the French as a name for the night-long party dinners held by the nobility. Eventually the word began to be used by other courts (amongst them the Portuguese courts) and after the French Revolution it was adopted as a definition of the New Year's Eve. "
44 ," Conrad Robert Whitby (born 8 May 1984) is a Zimbabwean footballer who plays as a midfielder for Wivenhoe Town of the Eastern Counties Football League Premier Division. "
45 ," Rolla Nordic was a Craft name of Murielle Berulfsen (née Baker), (2 Dec 1898 - 14 Sep 1995). She was a Witch and designer of tarot cards. She had several books published, including Tarot Shows the Path in 1961, and she also appeared on several television shows.
Nordic was one of the early claimants to come from a Hereditary Witchcraft family, claiming to have been initiated into the Celtic tradition by her grandmother. She went on to form a coven that allegedly met in a cathedral during the Second World War, and also alleged that;

During the [Second World] war there two hundred of us [Witches] and we met every Tuesday in a certain place in London, and always sat at the same place and we sent colour rays to where was the worst fighting.She also claimed to have studied with 'the best Ceremonial Magician in London', Dolores North.
She married Harald Berulfsen in 1942 in Liverpool. "
46 ," Seribazar (Persian: سري بازار‎, also Romanized as Serībāzār) is a village in Pir Sohrab Rural District, in the Central District of Chabahar County, Sistan and Baluchestan Province, Iran. At the 2006 census, its population was 494, in 98 families. "
47 ," Hong Kong Rangers Football Club (Chinese: 流浪足球會), often abbreviated to Rangers, currently known as Biu Chun Rangers due to sponsorship reasons, is a Hong Kong football club which currently competes in the Hong Kong Premier League. They have won the Hong Kong First Division once, the Senior Shield 4 times, and the Hong Kong FA Cup twice. "
48 ," Bariis Iskukaris, also called Isku-dheh karis (Somali البيلاف الصومالي), or simply referred to as Bariis is a traditional rice dish from Somali cuisine. The name Isku-dheh karis literally means 'cooked mixed together', therefore it is sometimes used to more broadly refer to other grain-derived crops that require similar cooking. Hence the more specific term for this dish is bariis isku-dheh karis which means 'rice (bariis) cooked mixed together'. "
49 ," Robert Hall Weir ( WEER; né Parber, born October 16, 1947) is an American musician and songwriter best known as a founding member of the rock band Grateful Dead. After the Grateful Dead disbanded in 1995, Weir performed with The Other Ones, later known as The Dead, together with other former members of the Grateful Dead. Weir also founded and played in several other bands during and after his career with the Grateful Dead, including Kingfish, the Bob Weir Band, Bobby and the Midnites, Scaring the Children, RatDog, and Furthur, which he co-led with former Grateful Dead bassist Phil Lesh. In 2015, Weir, along with former Grateful Dead members Mickey Hart and Bill Kreutzmann, joined with Grammy-winning singer/guitarist John Mayer, bassist Oteil Burbridge, and keyboardist Jeff Chimenti to form the band Dead & Company. The band remains active.
During his career with the Grateful Dead, Weir played mostly rhythm guitar and sang many of the band's rock-n-roll and country & western songs. In 1994, he was inducted into The Rock and Roll Hall of Fame as a member of the Grateful Dead. "
50 ," General Motors Company, commonly referred to as General Motors (GM), is an American multinational corporation headquartered in Detroit that designs, manufactures, markets, and distributes vehicles and vehicle parts, and sells financial services, with global headquarters in Detroit's Renaissance Center. It was originally founded by William C. Durant on September 16, 1908, as a holding company. The company is the largest American automobile manufacturer, and the third largest in the world behind Volkswagen and Toyota. At its peak GM had a 50% market share in the United States and was the worlds largest automaker from 1931 through 2007.  As of 2019, General Motors is ranked #13 on the Fortune 500 rankings of the largest United States corporations by total revenue.General Motors manufactures vehicles in many countries; its four core automobile brands include Chevrolet, Buick, GMC, and Cadillac. It also either owns or holds a significant stake in foreign brands such as Holden, Wuling, Baojun, and Jiefang. Annual worldwide sales volume reached a milestone of 10 million vehicles in 2016. "
51 ," The 2005 AHA Men's Ice Hockey Tournament was the 2nd Atlantic Hockey Men's Ice Hockey Tournament. It was played between March 9 and March 19, 2005. Play-in and quarterfinal games were played at home team campus sites, while the semifinals and championship games were played at the Quinnipiac home venue: Northford Ice Pavilion in Northford, Connecticut. By winning the tournament, Mercyhurst received the Atlantic Hockey Association's automatic bid to the 2005 NCAA Division I Men's Ice Hockey Tournament. "
52 ," The 2015 Rally Poland was the seventh round of the 2015 World Rally Championship season, held over 2–5 July 2015 and was based at Mikołajki, Poland. Sébastien Ogier won the rally, his fifth victory of the 2015 WRC season. "
53 ," Sedgwick is a town in northern Victoria, Australia.  The town is located in the City of Greater Bendigo.
Facilities in the town include a public hall and CFA Rural fire station.  There are no stores or petrol stations.
It was named Upper Emu Creek until 1901 when it was renamed as Sedgwick after British geologist Adam Sedgwick. "
54 ," Martin Dvořák was born in Brno (Czech Republic) in 1979. He received his professional dance education at the Dance Conservatory in Brno, from which he graduated in 1997. He advanced his education at the Anton Bruckner Privat University in Linz (Austria) where he enrolled in the master's degree program in Contemporary Dance Movement Research (he graduated from the program in 2013). As a dancer, Dvořák is versatile in various dance styles (classical, modern, contemporary, and dance-theatre). He collaborated on a number of projects with the following companies:
Oper Graz (Austria), Theater an der Wien / Kammeroper Wien (Austria), Ich bin OK Dance Company (Austria), Tanz Company Gervasi (Austria), Staatstheater Kassel (Germany), Cie. ProART (Czech Republic), Fabulous Beast Dance Theatre / English National Opera London (Ireland/England), Ballet of Landestheater Linz (Austria), Tanztheater Homunculus Wien (Austria), Kulturforum Fürth/Nürnberg, Staatstheater Darmstadt (Germany), Ballet Vorpommern / Ostsee-Festspiele Greifswald (Germany), Tanzquartier / ImPulsTanz Wien (Austria), Dance Theatre of Tiroler Landestheater Innsbruck (Austria), Ballet Bern (Switzerland), Volksoper Wien / Tanztheater Wien (Austria), Magyar Festival Ballet in Budapest (Hungary), Ballet Prague - Prague Chamber Ballet (Czech Republic), J. K. Tyl Theatre in Pilsen (Czech Republic), Laterna Magika Ballet in Prague (Czech Republic), Brno National Theatre Ballet (Czech Republic).
Over the years, Dvořák collaborated on about 90 works with more than 50 choreographers: Nir Ben Gal, Elio Gervasi, Johannes Wieland, Chris Haring, Liz King, Jochen Ulrich, Catherine Guerin, Benoit Lachambre, Jiří Kylián, Stijn Celis, Felix Dumeril, Kaori Ito, Esther Balfe, Vangelis Legakis, Jo Strømgren, Jean Renshaw, Isira Makuloluwe, Michael Dolan, Pavel Šmok, Robert North, Libor Vaculík, Petr Zuska, Robert Balogh, Jochen Heckmann, Patrick Delcroix, Jean-Pierre Aviotte, Bruce Taylor, Petr Tyc, Georg Reischl, Michael Klien, David Terlingo, Nicholas Mortimore, Rose Breuss, Christophe Winkler, Lode Devos, Michael D'Auzon, Antonio Gomes, Ivan Markó, Nikolaus Adler, Gabriel Wong, Mei Hong Lin, Emma Murray, Anil van der Zee, Lazaro Godoy, Mani Obeya, Daphne Strothmann, Martin Gruber, Neil Paris, Vladislav Benito Šoltýs, Eva Klimáčková and Jan Březina.
Since 2004, Dvořák has been working as artistic director at the ProART Festival - an international workshop festival of dance, acting, singing, and photography; and as artistic leader of the ProART Company based in Prague and Brno. He also teaches yoga, ballet, improvisation, and contemporary dance. "
55 ," Involuntary unemployment occurs when a person is willing to work at the prevailing wage yet is unemployed. Involuntary unemployment is distinguished from voluntary unemployment, where workers choose not to work because their reservation wage is higher than the prevailing wage. In an economy with involuntary unemployment there is a surplus of labor at the current real wage. This occurs when there is some force that prevents the real wage rate from decreasing to the real wage rate that would equilibrate supply and demand (such as a minimum wage above the market-clearing wage). Structural unemployment is also involuntary.
Economists have several theories explaining the possibility of involuntary unemployment including implicit contract theory, disequilibrium theory, staggered wage setting, and efficiency wages.The officially measured unemployment rate is the ratio of involuntary unemployment to the sum of involuntary unemployment and employment (the denominator of this ratio being the total labor force). "
56 ," Rockfield is an unincorporated community in Rock Creek Township, Carroll County, Indiana. It is part of the Lafayette, Indiana Metropolitan Statistical Area. "
57 ," The Auckland Islands, in New Zealand's subantarctic islands, are a volcanic archipelago. The main island, Auckland Island, is heavily indented with a series of inlets, especially on its east coast. The most prominent inlet is Carnley Harbour, which separates the main island from Adams Island to the south.
The following is a list of inlets, deep narrow bays, and other natural harbours in the Auckland Islands. The inlets are listed in geographical order, clockwise from the northwestern tip of Auckland Island, North West Cape.

North coast, Auckland IslandNorth Harbour
Matheson Bay
Port RossEast coast, Auckland IslandHaskell Bay
Chambres Inlet
Musgrave Inlet
Smith Harbour
Norman Inlet
Hansfield Inlet
Deep Inlet
Worth Inlet
McLennan Inlet
Waterfall InletSouth coast, Auckland IslandCarnley Harbour (Adams Straits)
Tagua Bay
North Arm
Musgrave Bay
Coleridge Bay
Western ArmAdams Island (clockwise from northwesternmost point)Magnetic Bay
Bolton's Bay
Fly Harbour "
58 ," The Black Lunch Table (BLT) is an oral-history archiving project focused on the lives and work of black artists. The work of the Black Lunch Table includes oral archiving, salons, peer teaching workshops, meetups, and Wikipedia edit-a-thons. The BLT brings people together to engage in dialogues about the writing, recording, and promoting inclusive art history. One aim of the Black Lunch Table project is to address the racial and gender bias on wikipedia by encouraging wikipedia articles about African American artists. "
59 ," Alkemada is a village in Sri Lanka. It is located within Central Province. "
60 ," Martella is a genus of ant mimicking jumping spiders that was first described by George and Elizabeth Peckham in 1892. "
61 ," The Confederate States Lighthouse Bureau was an administrative bureau within the Confederate States Department of the Treasury which was responsible for the upkeep of lighthouses and other navigational aids along Confederate shores. "
62 ," Józefatów [juzɛˈfatuf] is a village in the administrative district of Gmina Buczek, within Łask County, Łódź Voivodeship, in central Poland. It lies approximately 3 kilometres (2 mi) south-east of Buczek, 13 km (8 mi) south of Łask, and 39 km (24 mi) south-west of the regional capital Łódź. "
63 ," Telemark University College (TUC, Norwegian: Høgskolen i Telemark, HiT) was, until its merger, the fourth largest university college in Norway. The University College had about 7000 students, split between four different locations in Bø, Notodden, Porsgrunn, Rauland and Drammen. "
64 ," Faubourg Marigny ( FOH-burg MARR-in-ee; sometimes called The Marigny) is a neighborhood of the city of New Orleans, Louisiana, U.S.A.
Its boundaries as defined by the City Planning Commission are North Rampart Street and St. Claude Avenue to the north, the railroad tracks along Homer Plessy Way (formerly Press Street) to the east, the Mississippi River to the south, and Esplanade Avenue to the west.

 "
